model,mae,rmse,r2,bias_mean_error,median_abs_error,p90_abs_error,p95_abs_error,within_5ug_pct,within_10ug_pct,within_15ug_pct,within_20ug_pct,within_25ug_pct,within_30ug_pct,rank_by_rmse
Ridge_lag_rolling_spatial,7.705305154812129,11.780955600213636,0.7481211401122898,-0.39703950755292255,5.4023027420043945,16.179410433769227,22.785991096496577,46.87056037884767,76.56274664561957,88.48066298342542,93.48855564325179,96.02604577742699,97.41120757695343,1
Persistence_current_pm25,8.273018954420829,12.48286417301674,0.7172131760538306,-0.01932517743559926,5.499999642372131,18.5,25.100000381469727,47.19810576164167,72.04814522494081,85.07498026835043,91.55090765588002,94.94475138121547,96.72454617205999,2
WeightedEnsemble_top3,7.634613781998469,12.533324238603821,0.7149223103516955,0.2909742025104702,5.157952328785236,15.967862654635315,22.220151726979278,48.6266771902131,77.26519337016575,88.79636937647987,93.68587213891081,96.2273086029992,97.5217048145225,3
ExtraTrees_lag_rolling_spatial,7.92962684750604,13.342269494727832,0.676934860771769,0.3052158765488943,5.203429937362671,16.5121548652649,23.20528111457823,48.47277032359905,76.17600631412786,87.94001578531964,93.22415153906867,95.79321231254933,97.11917916337805,4
HistGradientBoosting_lag_rolling_spatial,8.081172873939504,14.298225891526869,0.6289819928248854,0.9616795589181506,5.132596254348755,16.690735626220732,23.82573679089546,49.04104183109708,76.20363062352013,87.60063141278611,92.94001578531964,95.45777426992896,96.965272296764,5
