model,epochs_run,max_epochs,best_epoch,best_val_loss,final_val_loss,stopped_before_max_epoch,seconds
LSTM_sequence,8,45,1,0.28853639960289,0.3472987711429596,True,616.0547971725464
GRU_sequence,9,45,2,0.28409406542778015,0.32250821590423584,True,915.742734670639
BiLSTM_sequence,8,45,1,0.30364811420440674,0.3274446129798889,True,973.6611881256104
CNN_LSTM_sequence,8,45,1,0.30401936173439026,0.32631829380989075,True,514.6624708175659
Attention_BiLSTM_sequence,11,45,4,0.32978108525276184,0.3666578233242035,True,3269.178665161133
